fare_id,route_id,origin_id,destination_id,contains_id
1,15222,,,
1,15227,,,
1,15230,,,
1,15232,,,
1,15235,,,
1,15236,,,
1,15238,,,
1,15239,,,
1,15240,,,
1,15243,,,
1,15245,,,
1,15247,,,
1,15248,,,
1,15250,,,
1,15252,,,
1,15435,,,
1,15262,,,
1,15265,,,
1,15268,,,
1,15269,,,
1,15273,,,
1,15275,,,
1,15291,,,
1,15292,,,
1,15293,,,
1,15301,,,
1,15441,,,
1,15307,,,
1,15442,,,
1,15443,,,
1,15760,,,
