stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
4153,14153,Cortland Ave & Folsom St  , ,37.739,-122.41366, , 
4154,14154,Cortland Ave & Folsom St  , ,37.73892,-122.41343, , 
4155,14155,Cortland Ave & Hilton St  , ,37.739692,-122.40781, , 
4156,14156,Cortland Ave & Mission St   , ,37.74101,-122.42267, , 
4157,14157,Cortland Ave & Mission St   , ,37.74085,-122.42251, , 
4158,14158,Cortland Ave & Prentiss St  , ,37.73978,-122.41199, , 
4159,14159,Cortland Ave & Prentiss St  , ,37.73957,-122.41211, , 
4160,14160,Cortland Ave & Prospect Ave   , ,37.740294,-122.420904, , 
4161,14161,Cortland Ave & Prospect Ave   , ,37.7402,-122.42093, , 
4207,14207,Crespi Dr & Varela Ave, ,37.7201,-122.47594, , 
4211,14211,Fulton St & 33rd Ave  , ,37.77223,-122.49318, , 
4212,14212,Fulton St & 33rd Ave  , ,37.7721,-122.49288, , 
4213,14213,Fulton St & 36th Ave  , ,37.77208,-122.49634, , 
4215,14215,Fulton St & 37th Ave  , ,37.77192,-122.49679, , 
4218,14218,Fulton St & 40th Ave  , ,37.77179,-122.49991, , 
4221,14221,Fulton St & 46th Ave  , ,37.77159,-122.50704, , 
4222,14222,Fulton St & 46th Ave  , ,37.77148,-122.50631, , 
4223,14223,Fulton St & Arguello Blvd  , ,37.774354,-122.458416, , 
4224,14224,Fulton St & Arguello Blvd  , ,37.774282,-122.458003, , 
4225,14225,Fulton St & Clayton St  , ,37.775407,-122.449774, , 
4226,14226,Fulton St & Clayton St  , ,37.77537,-122.44929, , 
4228,14228,Fulton St & La Playa St  , ,37.77134,-122.50939, , 
4229,14229,Fulton St & Masonic Ave  , ,37.775844,-122.446404, , 
4230,14230,Fulton St & Masonic Ave  , ,37.775773,-122.446289, , 
4231,14231,Fulton St & Park Presidio Blvd, ,37.77319,-122.47218, , 
4232,14232,Fulton St & Park Presidio Blvd, ,37.773067,-122.471699, , 
4233,14233,Fulton St & Parker Ave  , ,37.775014,-122.452868, , 
4234,14234,Fulton St & Shrader St  , ,37.77499,-122.45238, , 
4235,14235,Fulton St & Stanyan St, ,37.774756,-122.454519, , 
4236,14236,Fulton St & Stanyan StW, ,37.774773,-122.454737, , 
4245,14245,Garfield St & Beverly St  , ,37.719719,-122.471533, , 
4246,14246,Garfield St & Bright St  , ,37.719988,-122.463459, , 
4247,14247,Garfield St & Bright St  , ,37.719791,-122.463642, , 
4248,14248,Garfield St & Byxbee St  , ,37.719737,-122.469735, , 
4253,14253,Garfield St & Vernon St  , ,37.719746,-122.467937, , 
4254,14254,Garfield St & Victoria St  , ,37.719613,-122.465452, , 
4255,14255,Geary Blvd & 3rd Ave  , ,37.781277,-122.460938, , 
4256,14256,Geary Blvd & 3rd Ave  , ,37.781045,-122.461156, , 
4257,14257,Geary Blvd & 6th Ave  , ,37.781134,-122.464159, , 
4258,14258,Geary Blvd & 6th Ave  , ,37.780902,-122.464377, , 
4259,14259,Geary Blvd & 9th Ave  , ,37.780982,-122.467644, , 
4260,14260,Geary Blvd & 9th Ave  , ,37.780777,-122.467323, , 
4261,14261,Geary Blvd & 12th Ave  , ,37.780839,-122.470601, , 
4262,14262,Geary Blvd & 12th Ave  , ,37.780607,-122.470819, , 
4263,14263,Geary Blvd & 17th Ave  , ,37.780597,-122.476045, , 
4264,14264,Geary Blvd & 17th Ave  , ,37.780365,-122.476263, , 
4265,14265,Geary Blvd & 20th Ave  , ,37.780453,-122.479266, , 
4266,14266,Geary Blvd & 20th Ave  , ,37.780221,-122.479484, , 
4267,14267,Geary Blvd & 22nd Ave  , ,37.780346,-122.481398, , 
4268,14268,Geary Blvd & 23rd Ave  , ,37.780078,-122.482693, , 
4269,14269,Geary Blvd & 25th Ave  , ,37.78022,-122.48461, , 
4270,14270,Geary Blvd & 25th Ave  , ,37.779979,-122.484825, , 
4271,14271,Geary Blvd & 28th Ave  , ,37.780005,-122.487806, , 
4272,14272,Geary Blvd & 28th Ave  , ,37.779862,-122.488046, , 
4273,14273,Geary Blvd & 30th Ave  , ,37.779959,-122.489972, , 
4274,14274,Geary Blvd & 30th Ave  , ,37.779727,-122.49019, , 
4275,14275,Geary Blvd & 32nd Ave  , ,37.779611,-122.491943, , 
4277,14277,Geary Blvd & 33rd Ave  , ,37.779735,-122.493112, , 
4278,14278,Geary Blvd & 33rd Ave  , ,37.779798,-122.493445, , 
4279,14279,Geary Blvd & 33rd Ave  , ,37.779574,-122.493399, , 
4280,14280,Geary Blvd & 36th Ave  , ,37.779671,-122.496402, , 
4281,14281,Geary Blvd & 36th Ave  , ,37.779439,-122.49662, , 
4282,14282,Geary Blvd & 39th Ave  , ,37.779473,-122.500677, , 
4283,14283,Geary Blvd & 39th Ave  , ,37.779286,-122.499829, , 
4285,14285,Geary Blvd & 42nd Ave  , ,37.779151,-122.502775, , 
4286,14286,Geary Blvd & 45th Ave  , ,37.779043,-122.506259, , 
4288,14288,Geary Blvd & Arguello Blvd  , ,37.781153,-122.458692, , 
4289,14289,Geary Blvd & Baker St  , ,37.782973,-122.442965, , 
4290,14290,Geary Blvd & Collins St  , ,37.782242,-122.449992, , 
4291,14291,Geary Blvd & Collins St  , ,37.782028,-122.449911, , 
4292,14292,Geary Blvd & Commonwealth St  , ,37.781528,-122.455677, , 
4293,14293,Geary Blvd & Divisadero St  , ,37.783428,-122.439366, , 
4294,14294,Geary Blvd & Divisadero St  , ,37.783178,-122.439572, , 
4295,14295,Geary Blvd & Fillmore St  , ,37.784391,-122.43305, , 
4298,14298,Geary Blvd & Gough St  , ,37.785434,-122.425082, , 
4300,14300,Geary St & Jones St, ,37.786769,-122.413332, , 
4301,14301,Geary St & Kearny St, ,37.787997,-122.403656, , 
4302,14302,Geary St & Larkin St, ,37.786137,-122.41825, , 
4303,14303,Geary St & Leavenworth St, ,37.786556,-122.414971, , 
4304,14304,Geary Blvd & Laguna St  , ,37.785033,-122.427811, , 
4305,14305,Geary Blvd & Laguna St  , ,37.784854,-122.428155, , 
4307,14307,Castro St & 14th St  , ,37.76761,-122.43558, , 
4308,14308,Castro St & 14th St  , ,37.76742,-122.43571, , 
4309,14309,Castro St & 15th St  , ,37.76583,-122.43557, , 
4310,14310,Castro St & 15th St  , ,37.76561,-122.43538, , 
4311,14311,Castro St & 16th St  , ,37.764164,-122.435254, , 
4312,14312,Castro St & 16th St  , ,37.76427,-122.43544, , 
4313,14313,Castro St & 17th St  , ,37.76237,-122.43508, , 
4314,14314,Castro St & 18th St  , ,37.760836,-122.434934, , 
4315,14315,Castro St & 18th St  , ,37.760863,-122.435048, , 
4316,14316,Castro St & 19th St  , ,37.75939,-122.43491, , 
4317,14317,Castro St & 19th St  , ,37.75916,-122.43479, , 
4318,14318,Castro St & 20th St  , ,37.75778,-122.43477, , 
4319,14319,Castro St & 20th St  , ,37.757632,-122.434636, , 
4320,14320,Castro St & 21st St   , ,37.755955,-122.434465, , 
4321,14321,Castro St & 21st St   , ,37.756098,-122.434625, , 
4322,14322,Castro St & 22nd St  , ,37.75464,-122.43448, , 
4323,14323,Castro St & 22nd St  , ,37.75441,-122.43431, , 
4324,14324,Castro St & 23rd St   , ,37.752779,-122.434156, , 
4325,14325,Castro St & 23rd St   , ,37.752895,-122.434316, , 
4326,14326,Castro St & 24th St  , ,37.7512,-122.43401, , 
4327,14327,Castro St & 24th St  , ,37.751315,-122.43411, , 
4328,14328,Castro St & 25th St  , ,37.74981,-122.43404, , 
4329,14329,Castro St & 25th St  , ,37.7496,-122.43383, , 
4330,14330,Castro St & Duboce Ave  , ,37.76918,-122.43596, , 
4331,14331,Castro St & Duboce Ave  , ,37.76895,-122.43571, , 
4332,14332,Castro St & Elizabeth St   , ,37.751886,-122.434053, , 
4333,14333,Castro St & Elizabeth St   , ,37.752083,-122.434248, , 
4334,14334,Castro St & Market St  , ,37.762397,-122.435266, , 
4336,14336,Curtis St & Prague St   , ,37.710209,-122.437955, , 
4337,14337,Cargo Way & 3rd St  , ,37.74606,-122.38695, , 
4338,14338,Cargo Way & 3rd St  , ,37.74577,-122.38665, , 
4341,14341,Daly City Bart Station, ,37.705764,-122.469273, , 
4350,14350,De Haro St & 16th St  , ,37.766056,-122.40163, , 
4351,14351,De Haro St & 17th St  , ,37.764762,-122.401516, , 
4352,14352,De Haro St & 18th St  , ,37.76221,-122.401243, , 
4353,14353,De Haro St & 19th St  , ,37.760934,-122.401117, , 
4354,14354,De Haro St & 20th St  , ,37.759667,-122.401026, , 
4355,14355,De Haro St & 22nd St  , ,37.757437,-122.400822, , 
4356,14356,De Haro St & 23rd St  , ,37.754885,-122.400571, , 
4357,14357,De Haro St & Mariposa St  , ,37.763504,-122.401368, , 
4358,14358,De Haro St & Southern Heights Ave, ,37.758017,-122.400867, , 
4386,14386,Diamond St & Bosworth St  , ,37.733506,-122.434148, , 
4387,14387,Diamond St & Bosworth St  , ,37.733452,-122.434217, , 
4407,14407,Divisadero St & Beach St  , ,37.803772,-122.443697, , 
4408,14408,Divisadero St & Bush St  , ,37.786283,-122.439996, , 
4409,14409,Divisadero St & California St , ,37.788184,-122.440385, , 
4410,14410,Divisadero St & California St , ,37.787988,-122.4405, , 
4411,14411,Divisadero St & Chestnut St  , ,37.800087,-122.442964, , 
4412,14412,Divisadero St & Clay St  , ,37.789977,-122.440741, , 
4413,14413,Divisadero St & Clay St  , ,37.78997,-122.44089, , 
4414,14414,Divisadero St & Eddy St  , ,37.780591,-122.438942, , 
4415,14415,Divisadero St & Eddy St  , ,37.780591,-122.438942, , 
4418,14418,Divisadero St & Francisco St  , ,37.80097,-122.443136, , 
4421,14421,Divisadero St & Geary Blvd  , ,37.783375,-122.439412, , 
4422,14422,Divisadero St & Geary Blvd  , ,37.78316,-122.439526, , 
4423,14423,Divisadero St & Haight St  , ,37.771329,-122.436983, , 
4424,14424,Divisadero St & Haight St  , ,37.77105,-122.4371, , 
4425,14425,Divisadero St & Hayes St  , ,37.775059,-122.437739, , 
4426,14426,Divisadero St & Hayes St  , ,37.774889,-122.437865, , 
4427,14427,Divisadero St & Jackson St  , ,37.79154,-122.44108, , 
4428,14428,Divisadero St & Mcallister St , ,37.77786,-122.4383, , 
4429,14429,Divisadero St & Mcallister St , ,37.777682,-122.438415, , 
4430,14430,Divisadero St & North Point St, ,37.802844,-122.443514, , 
4431,14431,Divisadero St & Oak St  , ,37.773185,-122.43735, , 
4432,14432,Divisadero St & Oak St  , ,37.773051,-122.437487, , 
4433,14433,Divisadero St & Pine St  , ,37.786997,-122.440317, , 
4434,14434,Divisadero St & Sutter St  , ,37.785338,-122.439813, , 
4435,14435,Divisadero St & Sutter St  , ,37.78515,-122.439939, , 
4436,14436,Division St & Bryant St  , ,37.76934,-122.41074, , 
4437,14437,Division St & Rhode Island St , ,37.76976,-122.403152, , 
4438,14438,Division St & Townsend St  , ,37.769894,-122.403301, , 
4440,14440,Donahue St & Innes Ave   , ,37.729002,-122.369913, , 
4448,14448,Duboce Ave & Church St  , ,37.769409,-122.4294, , 
4451,14451,Duboce Ave & Noe St  , ,37.76911,-122.4337, , 
4456,14456,Earl St & Kirkwood Ave   , ,37.728779,-122.37313, , 
4482,14482,Eddy St & Larkin St  , ,37.783273,-122.417357, , 
4490,14490,Eddy St & Polk St  , ,37.783059,-122.419019, , 
4501,14501,The Embarcadero & Bay St  , ,37.806945,-122.406278, , 
4502,14502,The Embarcadero & Bay St  , ,37.806629,-122.40603, , 
4503,14503,THE EMBARCADERO & BROADWAY, ,37.799552,-122.397869, , 
4504,14504,THE EMBARCADERO & BROADWAY, ,37.798901,-122.397434, , 
4508,14508,The Embarcadero & Folsom St  , ,37.790731,-122.389772, , 
4511,14511,The Embarcadero & Folsom St  , ,37.790561,-122.389898, , 
4513,14513,The Embarcadero & Ferry Building, ,37.79489,-122.393552, , 
4515,14515,The Embarcadero & Greenwich St, ,37.803263,-122.401113, , 
4517,14517,The Embarcadero & Green St  , ,37.801264,-122.399369, , 
4518,14518,The Embarcadero & Green St  , ,37.800605,-122.39892, , 
4519,14519,The Embarcadero & Howard St  , ,37.792686,-122.391146, , 
4520,14520,The Embarcadero & Howard St  , ,37.792159,-122.391066, , 
4529,14529,The Embarcadero & Sansome St  , ,37.805022,-122.403314, , 
4530,14530,The Embarcadero & Stockton St , ,37.808351,-122.410287, , 
4531,14531,The Embarcadero & Townsend St  , ,37.7836,-122.38832, , 
4532,14532,The Embarcadero & Washington St, ,37.797085,-122.39567, , 
4534,14534,The Embarcadero & Washington St, ,37.796355,-122.395181, , 
4547,14547,Evans Ave & 3rd St   , ,37.742628,-122.387862, , 
4548,14548,Evans Ave & Cesar Chavez St  , ,37.749066,-122.396886, , 
4549,14549,Evans Ave & Cesar Chavez St  , ,37.74903,-122.397069, , 
4550,14550,Evans Ave & Keith St   , ,37.73877,-122.380797, , 
4551,14551,Evans Ave & Keith St   , ,37.738761,-122.381084, , 
4552,14552,Evans Ave & Middle Point Rd   , ,37.737672,-122.379252, , 
4553,14553,Evans Ave & Mendell St   , ,37.740699,-122.384507, , 
4555,14555,Evans Ave & Newhall St, ,37.741949,-122.386408, , 
4556,14556,Evans Ave & Napoleon St   , ,37.747263,-122.395879, , 
4557,14557,Evans Ave & Napoleon St   , ,37.747343,-122.396257, , 
4558,14558,Evans Ave & Newhall St  , ,37.740003,-122.382973, , 
4559,14559,Evans Ave & Phelps St   , ,37.742994,-122.388309, , 
4560,14560,Evans Ave & Phelps St   , ,37.742977,-122.388595, , 
4561,14561,Evans Ave & Quint St   , ,37.744245,-122.390531, , 
4562,14562,Evans Ave & Selby St   , ,37.745968,-122.39384, , 
4564,14564,EVANS AVE/Opposite US Post Office, ,37.739717,-122.382813, , 
4581,14581,Felton St & Amherst St  , ,37.72702,-122.41634, , 
4582,14582,Felton St & Amherst St  , ,37.72688,-122.41653, , 
4583,14583,Felton St & Cambridge St  , ,37.7264,-122.41874, , 
4584,14584,Felton St & Cambridge St  , ,37.72637,-122.41851, , 
4587,14587,Felton St & Harvard St  , ,37.72597,-122.42028, , 
4588,14588,Felton St & Harvard St  , ,37.72586,-122.42046, , 
4589,14589,Felton St & Madison St  , ,37.725598,-122.422043, , 
4590,14590,Felton St & Madison St  , ,37.72543,-122.42211, , 
4593,14593,Felton St & Peru Ave  , ,37.7252,-122.42324, , 
4596,14596,Felton St & University St  , ,37.7274,-122.41457, , 
4603,14603,Fillmore St & Bay St  , ,37.802585,-122.43668, , 
4604,14604,Fillmore St & Broadway  , ,37.794158,-122.434842, , 
4605,14605,Fillmore St & Broadway  , ,37.793805,-122.434878, , 
4606,14606,Fillmore St & Beach St  , ,37.804423,-122.437127, , 
4607,14607,Fillmore St & Beach St  , ,37.804447,-122.436958, , 
4608,14608,Fillmore St & Chestnut St  , ,37.801091,-122.436229, , 
4609,14609,Fillmore St & Chestnut St  , ,37.800891,-122.436469, , 
4610,14610,Fillmore St & Cervantes Blvd  , ,37.802817,-122.436806, , 
4611,14611,Fillmore St & Eddy St  , ,37.781733,-122.432329, , 
4612,14612,Fillmore St & Eddy St  , ,37.781523,-122.432401, , 
4613,14613,Fillmore St & Golden Gate Ave , ,37.779859,-122.431955, , 
4614,14614,Fillmore St & Geary Blvd  , ,37.784733,-122.432921, , 
4615,14615,Fillmore St & Geary Blvd  , ,37.783984,-122.43291, , 
4616,14616,Fillmore St & Grove St  , ,37.776998,-122.431369, , 
4617,14617,Fillmore St & Grove St  , ,37.776859,-122.431472, , 
4618,14618,Fillmore St & Haight St  , ,37.772199,-122.430537, , 
4620,14620,Fillmore St & Haight St  , ,37.772033,-122.430347, , 
4621,14621,Fillmore St & Hayes St  , ,37.776106,-122.431197, , 
4622,14622,Fillmore St & Hayes St  , ,37.775598,-122.431207, , 
4623,14623,Fillmore St & Jackson St  , ,37.792761,-122.434556, , 
4624,14624,Fillmore St & Jackson St  , ,37.792386,-122.434607, , 
4625,14625,Fillmore St & Jefferson St  , ,37.805421,-122.437389, , 
4626,14626,Fillmore St & Lombard St  , ,37.799707,-122.435952, , 
4627,14627,Fillmore St & Lombard St  , ,37.799595,-122.436051, , 
4628,14628,Fillmore St & Mcallister St  , ,37.77854,-122.431687, , 
4629,14629,Fillmore St & Mcallister St  , ,37.778343,-122.431762, , 
4630,14630,Fillmore St & North Point St  , ,37.803547,-122.436791, , 
4631,14631,Fillmore St & Oak St  , ,37.774268,-122.430825, , 
4632,14632,Fillmore St & Oak St  , ,37.773759,-122.430866, , 
4633,14633,Fillmore St & O'Farrell St  , ,37.783193,-122.432627, , 
4634,14634,Fillmore St & O'Farrell St  , ,37.783019,-122.432699, , 
4635,14635,Fillmore St & Pine St  , ,37.788049,-122.433565, , 
4636,14636,Fillmore St & Pine St  , ,37.787717,-122.433655, , 
4637,14637,Fillmore St & Sacramento St  , ,37.789925,-122.4341, , 
4638,14638,Fillmore St & Sacramento St  , ,37.789744,-122.433947, , 
4640,14640,Fillmore St & Sutter St  , ,37.786051,-122.433244, , 
4641,14641,Fillmore St & Sutter St  , ,37.785814,-122.433268, , 
4642,14642,Fillmore St & Turk St  , ,37.780204,-122.432138, , 
4643,14643,Fillmore St & Union St  , ,37.797391,-122.435489, , 
4645,14645,Fitzgerald Ave & Hawes St   , ,37.719921,-122.389587, , 
4646,14646,Fitzgerald Ave & Ingalls St   , ,37.720966,-122.391453, , 
4647,14647,Fitzgerald Ave & Jennings St   , ,37.722028,-122.39332, , 
4648,14648,Fitzgerald Ave & Keith St   , ,37.722895,-122.394842, , 
4649,14649,Foerster St & Flood Ave  , ,37.729795,-122.448765, , 
4650,14650,Foerster St & Judson Ave  , ,37.728492,-122.448753, , 
4725,14725,Fremont St & Market St   , ,37.791645,-122.398151, , 
4726,14726,Don Chee Way/Steuart St, ,37.794052,-122.393449, , 
4727,14727,Don Chee Way/Steuart St , ,37.793918,-122.393438, , 
4730,14730,Fulton St & 4th Ave  , ,37.773952,-122.461659, , 
4731,14731,Fulton St & 4th Ave  , ,37.77384,-122.46125, , 
4732,14732,Fulton St & 6th Ave  , ,37.773639,-122.463848, , 
4733,14733,Fulton St & 6th Ave  , ,37.773532,-122.463837, , 
4734,14734,Fulton St & 8th Ave  , ,37.77347,-122.466049, , 
4735,14735,Fulton St & 8th Ave  , ,37.773318,-122.465739, , 
4736,14736,Fulton St & 10th Ave  , ,37.77335,-122.46839, , 
4737,14737,Fulton St & 10th Ave  , ,37.77325,-122.46761, , 
4742,14742,Fulton St & 18th Ave  , ,37.772959,-122.476776, , 
4746,14746,Fulton St & 22nd Ave  , ,37.77276,-122.48134, , 
4747,14747,Fulton St & 22nd Ave  , ,37.77266,-122.48061, , 
4748,14748,Fulton St & 25th Ave  , ,37.772591,-122.484306, , 
4749,14749,Fulton St & 25th Ave  , ,37.772547,-122.4841, , 
4751,14751,Fulton St & 28th Ave  , ,37.77235,-122.48717, , 
4753,14753,Fulton St & 30th Ave  , ,37.77224,-122.48919, , 
4755,14755,Geary Blvd & Park Presidio Blvd, ,37.780687,-122.472423, , 
4756,14756,Geary Blvd & Park Presidio Blvd, ,37.780526,-122.472676, , 
4757,14757,Geary St & Powell St, ,37.787401,-122.408391, , 
4758,14758,Geary Blvd & Presidio Ave   , ,37.782536,-122.44669, , 
4760,14760,Geary Blvd & Scott St  , ,37.783847,-122.437761, , 
4761,14761,Geary Blvd & Scott St  , ,37.783624,-122.437669, , 
4762,14762,Geary Blvd & Spruce St  , ,37.781849,-122.453075, , 
4763,14763,Geary Blvd & Spruce St  , ,37.781599,-122.453258, , 
4764,14764,Geary Blvd & Stanyan St  , ,37.78126,-122.456434, , 
4765,14765,Geary Blvd & St Joseph'S Ave  , ,37.782795,-122.442541, , 
4766,14766,Geary St & Stockton St, ,37.787633,-122.406568, , 
4767,14767,Geary St & Taylor St, ,37.786983,-122.411681, , 
4768,14768,Geary Blvd & Van Ness Ave  , ,37.785745,-122.421575, , 
4769,14769,Geary Blvd & Webster St  , ,37.784641,-122.431021, , 
4783,14783,Gilman Ave & 3rd St   , ,37.722458,-122.395415, , 
4784,14784,Gilman Ave & Griffith St   , ,37.718234,-122.388272, , 
4785,14785,Gilman Ave & Ingalls St   , ,37.72035,-122.391729, , 
4786,14786,Gilman Ave & Jennings St   , ,37.721413,-122.393595, , 
4792,14792,Gennessee St & Flood Ave  , ,37.729955,-122.451205, , 
4795,14795,1650 Geneva Ave   , ,37.71187,-122.42819, , 
4796,14796,1650 Geneva Ave   , ,37.71174,-122.42829, , 
4798,14798,1721 Geneva Ave  , ,37.71108,-122.42627, , 
4799,14799,1750 Geneva Ave   , ,37.71072,-122.42576, , 
4803,14803,Geneva Ave/Balboa Park BART, ,37.720801,-122.446738, , 
4805,14805,Geneva Ave/Balboa Park BART, ,37.720952,-122.447379, , 
4808,14808,Geneva Ave & Castelo St   , ,37.7079,-122.41823, , 
4809,14809,Geneva Ave & Castelo St  , ,37.7077,-122.41841, , 
4810,14810,Geneva Ave & Cayuga Ave   , ,37.718927,-122.443554, , 
4811,14811,Geneva Ave & Cayuga Ave   , ,37.718722,-122.443554, , 
4817,14817,Kiska Rd & Reardon Rd  , ,37.73004,-122.37711, , 
4821,14821,Kearny St & Geary St, ,37.788051,-122.403461, , 
4823,14823,Kearny St & North Point St  , ,37.807182,-122.407211, , 
4827,14827,Kirkwood Ave & Dormitory Rd   , ,37.72988,-122.37527, , 
4838,14838,Lake Merced & Middlefield Dr, ,37.729628,-122.486404, , 
4839,14839,Lake Merced & Middlefield Dr, ,37.729441,-122.48629, , 
4842,14842,La Playa St & Cabrillo St  , ,37.773214,-122.509991, , 
4843,14843,La Playa St & Cabrillo St  , ,37.773214,-122.51006, , 
4844,14844,La Playa St & Fulton St  , ,37.77169,-122.50984, , 
4845,14845,Larkin St & Beach St  , ,37.806348,-122.422083, , 
4846,14846,Larkin St & Eddy St  , ,37.783228,-122.417415, , 
4847,14847,Larkin St & Golden Gate Ave  , ,37.781693,-122.417106, , 
4848,14848,Larkin St & Grove St  , ,37.778901,-122.416545, , 
4851,14851,Larkin St & O'Farrell St  , ,37.785084,-122.417792, , 
4852,14852,Lawton St & 7th Ave  , ,37.758605,-122.464086, , 
4853,14853,Lawton St & 7th Ave  , ,37.758471,-122.463879, , 
4854,14854,Lawton St & 9th Ave  , ,37.758524,-122.465804, , 
4876,14876,Laguna Honda Blvd & Balceta Ave, ,37.74537,-122.45709, , 
4877,14877,Laguna Honda Blvd & Balceta Ave, ,37.74529,-122.45718, , 
4878,14878,Laguna Honda Blvd & Clarendon Ave, ,37.751119,-122.461346, , 
4881,14881,Geneva Ave & Howth St   , ,37.722121,-122.449979, , 
4882,14882,Geneva Ave & Howth St   , ,37.721978,-122.45007, , 
4883,14883,Geneva Ave & Madrid St   , ,37.714768,-122.437587, , 
4884,14884,Geneva Ave & Madrid St   , ,37.715143,-122.438034, , 
4886,14886,Geneva Ave & Mission St   , ,37.716473,-122.440874, , 
4888,14888,Geneva Ave & Munich St   , ,37.712948,-122.43303, , 
4889,14889,Geneva Ave & Moscow St   , ,37.713332,-122.433957, , 
4890,14890,Geneva Ave & Naples St   , ,37.714358,-122.436339, , 
4891,14891,Geneva Ave & Naples St   , ,37.714028,-122.435961, , 
4894,14894,Geneva Ave & Prague St   , ,37.712832,-122.431805, , 
4895,14895,Geneva Ave & Rio Verde St  , ,37.706939,-122.415534, , 
4898,14898,Geneva Ave & San Jose Ave  , ,37.720783,-122.447184, , 
4899,14899,Geneva Ave & Santos St   , ,37.708368,-122.419954, , 
4900,14900,Geneva Ave & Santos St   , ,37.708484,-122.420354, , 
4905,14905,Gough St & Sacramento St  , ,37.791041,-122.425771, , 
4908,14908,Grafton Ave & Capitol Ave  , ,37.719953,-122.45929, , 
4910,14910,Grafton Ave & Granada Ave  , ,37.719962,-122.457251, , 
4912,14912,Grafton Ave & Jules Ave  , ,37.719952,-122.461329, , 
4915,14915,Grafton Ave & Plymouth Ave  , ,37.719962,-122.456232, , 
4934,14934,Gateview Ave & Bayside Dr, ,37.829848,-122.375254, , 
4935,14935,Gateview Ave & Mason Ct  , ,37.828181,-122.377217, , 
4936,14936,Gateview Ave & Northpoint Dr, ,37.82982,-122.373477, , 
4937,14937,Hahn St & Sunnydale Ave  , ,37.71201,-122.4159, , 
4938,14938,Hahn St & Sunnydale Ave, ,37.712025,-122.416047, , 
4940,14940,Haight St & Baker St  , ,37.770928,-122.440261, , 
4943,14943,Haight St & Buena Vista East Ave , ,37.770749,-122.440548, , 
4946,14946,Haight St & Clayton St  , ,37.769893,-122.448467, , 
4947,14947,Haight St & Clayton St  , ,37.769714,-122.448662, , 
4950,14950,Haight St & Divisadero St  , ,37.771293,-122.437373, , 
4951,14951,Haight St & Divisadero St  , ,37.771231,-122.436743, , 
4952,14952,Haight St & Fillmore St  , ,37.77214,-122.43076, , 
4957,14957,Haight St & Masonic Ave  , ,37.770232,-122.445476, , 
4958,14958,Haight St & Masonic Ave  , ,37.770196,-122.445292, , 
4960,14960,Haight St & Pierce St  , ,37.771721,-122.434038, , 
4961,14961,Haight St & Pierce St  , ,37.771605,-122.433854, , 
4968,14968,Harrison St & 4th St   , ,37.780671,-122.399913, , 
4969,14969,Harrison St & 5th St   , ,37.778914,-122.402137, , 
4970,14970,Harrison St & 6th St   , ,37.777148,-122.404362, , 
4976,14976,Hawes St & Gilman Ave   , ,37.719198,-122.390012, , 
5017,15017,Hermann St & Fillmore St  , ,37.770307,-122.429929, , 
5018,15018,Hermann St & Fillmore St  , ,37.770248,-122.429701, , 
5029,15029,Holyoke St & Wayland St  , ,37.72522,-122.40812, , 
5030,15030,Holyoke St & Wayland St  , ,37.72507,-122.40798, , 
5034,15034,Holloway Ave & Beverly St  , ,37.72161,-122.471797, , 
5036,15036,Holloway Ave & Junipero Serra Blvd, ,37.721592,-122.472954, , 
5037,15037,Holloway Ave & Junipero Serra Blvd, ,37.721485,-122.472713, , 
5041,15041,Hudson Ave & 3rd St   , ,37.740336,-122.388724, , 
5042,15042,Hudson Ave & Ardath Ct  , ,37.73469,-122.38305, , 
5043,15043,Hudson Ave & Cashmere St   , ,37.73596,-122.38353, , 
5044,15044,Hudson Ave & Ingalls St  , ,37.732497,-122.37991, , 
5045,15045,Hudson Ave & Ingalls St  , ,37.73239,-122.379692, , 
5046,15046,Hudson Ave & Keith St   , ,37.7377,-122.38412, , 
5047,15047,Hudson Ave & Keith St   , ,37.73759,-122.38416, , 
5048,15048,Hudson Ave & Mendell St   , ,37.73896,-122.38628, , 
5049,15049,Hudson Ave & Mendell St   , ,37.739,-122.38654, , 
5050,15050,Hudson Ave & Whitney Young Cir, ,37.733319,-122.381845, , 
5051,15051,Hudson Ave & Whitney Young Cir, ,37.733355,-122.38212, , 
5071,15071,Hyde St & Fulton St  , ,37.779364,-122.415135, , 
5079,15079,Hyde St & Mcallister St  , ,37.780783,-122.415421, , 
5087,15087,Hyde St & Turk St  , ,37.782648,-122.415799, , 
5092,15092,Industrial St & Bay Shore Blvd, ,37.738148,-122.406539, , 
5093,15093,Industrial St & Bay Shore Blvd, ,37.737943,-122.40678, , 
5094,15094,Industrial St & Elmira St  , ,37.73879,-122.40373, , 
5095,15095,Industrial St & Palou Ave   , ,37.73955,-122.40101, , 
5096,15096,Industrial St & Revere Ave  , ,37.73913,-122.40305, , 
5097,15097,Innes Ave & Earl St   , ,37.729878,-122.371871, , 
5098,15098,Innes Ave & Earl St   , ,37.729869,-122.372134, , 
5099,15099,Innes Ave & Fitch St   , ,37.730941,-122.37376, , 
5100,15100,Innes Ave & Fitch St   , ,37.730932,-122.374035, , 
5101,15101,Innes Ave & Griffith St   , ,37.732004,-122.375614, , 
5102,15102,Innes Ave & Griffith St   , ,37.73199,-122.37588, , 
