trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2773810,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773811,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773812,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773813,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773814,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773815,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773816,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773817,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773818,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773819,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773820,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773821,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773822,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773823,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773824,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773825,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773826,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773827,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773828,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773829,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773830,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773831,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773832,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773833,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773834,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773835,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773836,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773837,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773838,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773839,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773840,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773841,1,2886,Canal Street Ferry Terminal,,0,1281968,50361,2,1
2773842,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773843,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773844,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773845,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773846,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773847,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773848,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773849,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773850,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773851,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773852,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773853,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773854,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773855,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773856,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773857,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773858,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773859,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773860,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773861,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773862,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773863,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773864,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773865,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773866,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773867,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773868,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773869,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773870,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773871,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773872,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2773873,1,2886,Algiers Point Ferry Terminal,,1,1281968,50362,2,1
2776272,4,2886,,,0,0,50367,2,1
2776273,4,2886,,,0,0,50367,2,1
2776274,4,2886,,,0,0,50367,2,1
2776275,4,2886,,,0,0,50367,2,1
2776276,4,2886,,,0,0,50367,2,1
2776277,4,2886,,,0,0,50367,2,1
2776278,4,2886,,,0,0,50367,2,1
2776279,4,2886,,,0,0,50367,2,1
2776280,4,2886,,,0,0,50367,2,1
2776281,4,2886,,,0,0,50367,2,1
2776282,4,2886,,,0,0,50367,2,1
2776283,4,2886,,,0,0,50367,2,1
2776284,4,2886,,,0,0,50367,2,1
2776285,4,2886,,,0,0,50367,2,1
2776286,4,2886,,,0,0,50367,2,1
2776287,4,2886,,,0,0,50367,2,1
2776288,4,2886,,,0,0,50367,2,1
2776289,4,2886,,,0,0,50367,2,1
2776290,4,2886,,,0,0,50367,2,1
2776291,4,2886,,,0,0,50367,2,1
2776292,4,2886,,,0,0,50367,2,1
2776293,4,2886,,,0,0,50367,2,1
2776294,4,2886,,,0,0,50367,2,1
2776295,4,2886,,,0,0,50367,2,1
2776296,4,2886,,,0,0,50367,2,1
2776297,4,2886,,,0,0,50367,2,1
2776298,4,2886,,,0,0,50367,2,1
2776299,4,2886,,,0,0,50367,2,1
2776300,4,2886,,,0,0,50367,2,1
2776301,4,2886,,,0,0,50367,2,1
2776302,4,2886,,,1,0,50368,2,1
2776303,4,2886,,,1,0,50368,2,1
2776304,4,2886,,,1,0,50368,2,1
2776305,4,2886,,,1,0,50368,2,1
2776306,4,2886,,,1,0,50368,2,1
2776307,4,2886,,,1,0,50368,2,1
2776308,4,2886,,,1,0,50368,2,1
2776309,4,2886,,,1,0,50368,2,1
2776310,4,2886,,,1,0,50368,2,1
2776311,4,2886,,,1,0,50368,2,1
2776312,4,2886,,,1,0,50368,2,1
2776313,4,2886,,,1,0,50368,2,1
2776314,4,2886,,,1,0,50368,2,1
2776315,4,2886,,,1,0,50368,2,1
2776316,4,2886,,,1,0,50368,2,1
2776317,4,2886,,,1,0,50368,2,1
2776318,4,2886,,,1,0,50368,2,1
2776319,4,2886,,,1,0,50368,2,1
2776320,4,2886,,,1,0,50368,2,1
2776321,4,2886,,,1,0,50368,2,1
2776322,4,2886,,,1,0,50368,2,1
2776323,4,2886,,,1,0,50368,2,1
2776324,4,2886,,,1,0,50368,2,1
2776325,4,2886,,,1,0,50368,2,1
2776326,4,2886,,,1,0,50368,2,1
2776327,4,2886,,,1,0,50368,2,1
2776328,4,2886,,,1,0,50368,2,1
2776329,4,2886,,,1,0,50368,2,1
2776330,4,2886,,,1,0,50368,2,1
2776331,4,2886,,,1,0,50368,2,1
2773874,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773875,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773876,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773877,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773878,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773879,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773880,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773881,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773882,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773883,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773884,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773885,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773886,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773887,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773888,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773889,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773890,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773891,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773892,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773893,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773894,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773895,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773896,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773897,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773898,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773899,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773900,1,2887,Canal Street Ferry Terminal,,0,1281969,50361,2,1
2773901,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773902,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773903,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773904,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773905,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773906,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773907,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773908,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773909,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773910,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773911,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773912,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773913,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773914,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773915,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773916,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773917,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773918,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773919,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773920,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773921,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773922,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773923,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773924,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773925,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773926,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2773927,1,2887,Algiers Point Ferry Terminal,,1,1281969,50362,2,1
2776332,4,2887,,,0,0,50367,2,1
2776333,4,2887,,,0,0,50367,2,1
2776334,4,2887,,,0,0,50367,2,1
2776335,4,2887,,,0,0,50367,2,1
2776336,4,2887,,,0,0,50367,2,1
2776337,4,2887,,,0,0,50367,2,1
2776338,4,2887,,,0,0,50367,2,1
2776339,4,2887,,,0,0,50367,2,1
2776340,4,2887,,,0,0,50367,2,1
2776341,4,2887,,,0,0,50367,2,1
2776342,4,2887,,,0,0,50367,2,1
2776343,4,2887,,,0,0,50367,2,1
2776344,4,2887,,,0,0,50367,2,1
2776345,4,2887,,,0,0,50367,2,1
2776346,4,2887,,,0,0,50367,2,1
2776347,4,2887,,,0,0,50367,2,1
2776348,4,2887,,,0,0,50367,2,1
2776349,4,2887,,,0,0,50367,2,1
2776350,4,2887,,,0,0,50367,2,1
2776351,4,2887,,,0,0,50367,2,1
2776352,4,2887,,,0,0,50367,2,1
2776353,4,2887,,,0,0,50367,2,1
2776354,4,2887,,,0,0,50367,2,1
2776355,4,2887,,,0,0,50367,2,1
2776356,4,2887,,,0,0,50367,2,1
2776357,4,2887,,,0,0,50367,2,1
2776358,4,2887,,,0,0,50367,2,1
2776359,4,2887,,,0,0,50367,2,1
2776360,4,2887,,,0,0,50367,2,1
2776361,4,2887,,,0,0,50367,2,1
2776362,4,2887,,,1,0,50368,2,1
2776363,4,2887,,,1,0,50368,2,1
2776364,4,2887,,,1,0,50368,2,1
2776365,4,2887,,,1,0,50368,2,1
2776366,4,2887,,,1,0,50368,2,1
2776367,4,2887,,,1,0,50368,2,1
2776368,4,2887,,,1,0,50368,2,1
2776369,4,2887,,,1,0,50368,2,1
2776370,4,2887,,,1,0,50368,2,1
2776371,4,2887,,,1,0,50368,2,1
2776372,4,2887,,,1,0,50368,2,1
2776373,4,2887,,,1,0,50368,2,1
2776374,4,2887,,,1,0,50368,2,1
2776375,4,2887,,,1,0,50368,2,1
2776376,4,2887,,,1,0,50368,2,1
2776377,4,2887,,,1,0,50368,2,1
2776378,4,2887,,,1,0,50368,2,1
2776379,4,2887,,,1,0,50368,2,1
2776380,4,2887,,,1,0,50368,2,1
2776381,4,2887,,,1,0,50368,2,1
2776382,4,2887,,,1,0,50368,2,1
2776383,4,2887,,,1,0,50368,2,1
2776384,4,2887,,,1,0,50368,2,1
2776385,4,2887,,,1,0,50368,2,1
2776386,4,2887,,,1,0,50368,2,1
2776387,4,2887,,,1,0,50368,2,1
2776388,4,2887,,,1,0,50368,2,1
2776389,4,2887,,,1,0,50368,2,1
2776390,4,2887,,,1,0,50368,2,1
2776391,4,2887,,,1,0,50368,2,1
2773928,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773929,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773930,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773931,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773932,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773933,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773934,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773935,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773936,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773937,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773938,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773939,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773940,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773941,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773942,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773943,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773944,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773945,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773946,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773947,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773948,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773949,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773950,1,2885,Canal Street Ferry Terminal,,0,1281970,50361,2,1
2773951,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773952,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773953,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773954,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773955,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773956,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773957,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773958,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773959,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773960,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773961,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773962,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773963,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773964,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773965,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773966,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773967,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773968,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773969,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773970,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773971,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773972,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2773973,1,2885,Algiers Point Ferry Terminal,,1,1281970,50362,2,1
2776392,4,2885,,,0,0,50367,2,1
2776393,4,2885,,,0,0,50367,2,1
2776394,4,2885,,,0,0,50367,2,1
2776395,4,2885,,,0,0,50367,2,1
2776396,4,2885,,,0,0,50367,2,1
2776397,4,2885,,,0,0,50367,2,1
2776398,4,2885,,,0,0,50367,2,1
2776399,4,2885,,,0,0,50367,2,1
2776400,4,2885,,,0,0,50367,2,1
2776401,4,2885,,,0,0,50367,2,1
2776402,4,2885,,,0,0,50367,2,1
2776403,4,2885,,,0,0,50367,2,1
2776404,4,2885,,,0,0,50367,2,1
2776405,4,2885,,,0,0,50367,2,1
2776406,4,2885,,,0,0,50367,2,1
2776407,4,2885,,,0,0,50367,2,1
2776408,4,2885,,,0,0,50367,2,1
2776409,4,2885,,,0,0,50367,2,1
2776410,4,2885,,,0,0,50367,2,1
2776411,4,2885,,,0,0,50367,2,1
2776412,4,2885,,,0,0,50367,2,1
2776413,4,2885,,,0,0,50367,2,1
2776414,4,2885,,,0,0,50367,2,1
2776415,4,2885,,,0,0,50367,2,1
2776416,4,2885,,,0,0,50367,2,1
2776417,4,2885,,,0,0,50367,2,1
2776418,4,2885,,,0,0,50367,2,1
2776419,4,2885,,,0,0,50367,2,1
2776420,4,2885,,,0,0,50367,2,1
2776421,4,2885,,,0,0,50367,2,1
2776422,4,2885,,,1,0,50368,2,1
2776423,4,2885,,,1,0,50368,2,1
2776424,4,2885,,,1,0,50368,2,1
2776425,4,2885,,,1,0,50368,2,1
2776426,4,2885,,,1,0,50368,2,1
2776427,4,2885,,,1,0,50368,2,1
2776428,4,2885,,,1,0,50368,2,1
2776429,4,2885,,,1,0,50368,2,1
2776430,4,2885,,,1,0,50368,2,1
2776431,4,2885,,,1,0,50368,2,1
2776432,4,2885,,,1,0,50368,2,1
2776433,4,2885,,,1,0,50368,2,1
2776434,4,2885,,,1,0,50368,2,1
2776435,4,2885,,,1,0,50368,2,1
2776436,4,2885,,,1,0,50368,2,1
2776437,4,2885,,,1,0,50368,2,1
2776438,4,2885,,,1,0,50368,2,1
2776439,4,2885,,,1,0,50368,2,1
2776440,4,2885,,,1,0,50368,2,1
2776441,4,2885,,,1,0,50368,2,1
2776442,4,2885,,,1,0,50368,2,1
2776443,4,2885,,,1,0,50368,2,1
2776444,4,2885,,,1,0,50368,2,1
2776445,4,2885,,,1,0,50368,2,1
2776446,4,2885,,,1,0,50368,2,1
2776447,4,2885,,,1,0,50368,2,1
2776448,4,2885,,,1,0,50368,2,1
2776449,4,2885,,,1,0,50368,2,1
2776450,4,2885,,,1,0,50368,2,1
2776451,4,2885,,,1,0,50368,2,1
629313010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,201,shp-10-51,2,1
629314010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,201,shp-10-51,2,1
629315010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,201,shp-10-51,2,1
629316010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,201,shp-10-51,2,1
629317010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,5201,shp-10-51,2,1
629318010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,201,shp-10-51,2,1
629319010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,5201,shp-10-51,2,1
629320010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,201,shp-10-51,2,1
629321010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,5201,shp-10-51,2,1
629322010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,201,shp-10-51,2,1
629323010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,5201,shp-10-51,2,1
629324010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,201,shp-10-51,2,1
629325010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,5201,shp-10-51,2,1
629326010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,201,shp-10-51,2,1
629327010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,5201,shp-10-51,2,1
629328010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,201,shp-10-51,2,1
629329010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,201,shp-10-51,2,1
629330010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,201,shp-10-51,2,1
629331010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,201,shp-10-51,2,1
629332010,10,2885,Tchoupitoulas: Childrens Hospital TO Zoo VIA C,,0,201,shp-10-51,2,1
629293010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,201,shp-10-01,2,1
629294010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,201,shp-10-01,2,1
629295010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,201,shp-10-01,2,1
629296010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,5201,shp-10-01,2,1
629297010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,201,shp-10-01,2,1
629298010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,5201,shp-10-01,2,1
629299010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,201,shp-10-01,2,1
629300010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,5201,shp-10-01,2,1
629301010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,201,shp-10-01,2,1
629302010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,5201,shp-10-01,2,1
629303010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,201,shp-10-01,2,1
629304010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,5201,shp-10-01,2,1
629305010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,201,shp-10-01,2,1
629306010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,5201,shp-10-01,2,1
629307010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,201,shp-10-01,2,1
629308010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,201,shp-10-01,2,1
629309010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,201,shp-10-01,2,1
629310010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,201,shp-10-01,2,1
629311010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,201,shp-10-01,2,1
629312010,10,2885,Tchoupitoulas Canal St via Childrens Hospital,,1,201,shp-10-01,2,1
637262010,100,2885,Algiers Owl: to Tullis and Woodland via Algiers,,0,5301,shp-100-51,2,1
637263010,100,2885,Algiers Owl: to Tullis and Woodland via Algiers,,0,5301,shp-100-51,2,1
637264010,100,2885,Algiers Owl: to Tullis and Woodland via Algiers,,0,5301,shp-100-51,2,1
637259010,100,2885,Algiers Owl Canal St.,,1,5301,shp-100-01,2,1
637260010,100,2885,Algiers Owl Canal St.,,1,5301,shp-100-01,2,1
637261010,100,2885,Algiers Owl Canal St.,,1,5301,shp-100-01,2,1
637362010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-51,2,1
637363010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-51,2,1
637364010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-51,2,1
637365010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-51,2,1
637366010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-51,2,1
637367010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-51,2,1
637368010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-51,2,1
637369010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-51,2,1
637370010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-52,2,1
637371010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-52,2,1
637372010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-52,2,1
637373010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-52,2,1
637374010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-52,2,1
637375010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-52,2,1
637376010,101,2885,Federal City to Federal City via Algiers Point,,0,301,shp-101-52,2,1
637377010,101,2885,Federal City to Federal City via Algiers Point,,0,5301,shp-101-52,2,1
637378010,101,2885,Federal City to Federal City via Algiers Point,,0,5301,shp-101-52,2,1
637379010,101,2885,Federal City to Federal City via Algiers Point,,0,5301,shp-101-52,2,1
637343010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637344010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637345010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637346010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637347010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637348010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637349010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637350010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637351010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637352010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637353010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637354010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637355010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637356010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637357010,101,2885,Algiers Point Canal St. via Federal City,,1,301,shp-101-01,2,1
637358010,101,2885,Algiers Point Canal St. via Federal City,,1,5301,shp-101-01,2,1
637359010,101,2885,Algiers Point Canal St. via Federal City,,1,5301,shp-101-01,2,1
