service_id,date,exception_type
20200523-Mixed-04,20200801,2
20200523-Mixed-04,20200802,2
20200523-Mixed-04,20200808,2
20200523-Mixed-04,20200809,2
20200523-Mixed-04,20200815,2
20200523-Mixed-04,20200816,2
20200523-Mixed-04,20200822,2
20200523-Mixed-04,20200823,2
20200523-Mixed-04,20200829,2
20200523-Mixed-04,20200830,2
20200523-Mixed-04,20200905,2
20200523-Mixed-04,20200906,2
20200523-Mixed-04,20200907,2
20200523-Weekend-01,20200907,1
