shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
4200132,44.723054,-93.208988,30004
4200132,44.723057,-93.208341,30005
4200132,44.723054,-93.207534,30006
4200132,44.723144,-93.207522,30007
4200132,44.723144,-93.207522,40001
4200132,44.723468,-93.207477,40002
4200132,44.724074,-93.207466,40003
4200132,44.724884,-93.207426,40004
4200132,44.725653,-93.207413,40005
4200132,44.727040,-93.207408,40006
4200132,44.727040,-93.207408,50001
4200132,44.727150,-93.207407,50002
4200132,44.728049,-93.207405,50003
4200132,44.728904,-93.207398,50004
4200132,44.730531,-93.207399,50005
4200132,44.730531,-93.207399,60001
4200132,44.730622,-93.207399,60002
4200132,44.731821,-93.207377,60003
4200132,44.732007,-93.207374,60004
4200132,44.733889,-93.207377,60005
4200132,44.735267,-93.207389,60006
4200132,44.735276,-93.206619,60007
4200132,44.735276,-93.206619,70001
4200132,44.735280,-93.206186,70002
4200132,44.735328,-93.206038,70003
4200132,44.735340,-93.205364,70004
4200132,44.735374,-93.204897,70005
4200132,44.735479,-93.204402,70006
4200132,44.735680,-93.203810,70007
4200132,44.735762,-93.203452,70008
4200132,44.735816,-93.202941,70009
4200132,44.735818,-93.202520,70010
4200132,44.735818,-93.202520,80001
4200132,44.735819,-93.202393,80002
4200132,44.735823,-93.201756,80003
4200132,44.735860,-93.201255,80004
4200132,44.735985,-93.200520,80005
4200132,44.736245,-93.199573,80006
4200132,44.736338,-93.199087,80007
4200132,44.736394,-93.198589,80008
4200132,44.736409,-93.197989,80009
4200132,44.736409,-93.197989,90001
4200132,44.736412,-93.197862,90002
4200132,44.736403,-93.195897,90003
4200132,44.736404,-93.195369,90004
4200132,44.736420,-93.195075,90005
4200132,44.736451,-93.194783,90006
4200132,44.736509,-93.194422,90007
4200132,44.736650,-93.193750,90008
4200132,44.737061,-93.191796,90009
4200132,44.737108,-93.191556,90010
4200132,44.737150,-93.191313,90011
4200132,44.737187,-93.191069,90012
