route_id,service_id,trip_id,trip_headsign,trip_destination,trip_short_name,trip_route_name,direction_id,pub_dir_id,block_id,rm_block_id,shape_id
903-77,20200523-Mixed-04,212-B-903.0S-1538-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,212,212-B,9030260
903-77,20200523-Mixed-04,213-B-903.0S-1558-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,213,213-B,9030260
903-77,20200523-Mixed-04,211-B-903.0S-1518-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,211,211-B,9030260
903-77,20200523-Mixed-04,213-B-903.0S-1358-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,213,213-B,9030260
903-77,20200523-Mixed-04,211-B-903.0S-1118-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,211,211-B,9030260
903-77,20200523-Mixed-04,213-B-903.0S-1458-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,213,213-B,9030260
903-77,20200523-Mixed-04,212-B-903.0S-1438-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,212,212-B,9030260
903-77,20200523-Mixed-04,212-B-903.0S-1338-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,212,212-B,9030260
903-77,20200523-Mixed-04,203-B-903.0S-1058-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,203,203-B,9030260
903-77,20200523-Mixed-04,211-B-903.0S-1318-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,211,211-B,9030260
903-77,20200523-Mixed-04,203-B-903.0S-1258-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,203,203-B,9030261
903-77,20200523-Mixed-04,211-B-903.0S-1418-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,211,211-B,9030260
903-77,20200523-Mixed-04,202-B-903.0S-1038-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,202,202-B,9030260
903-77,20200523-Mixed-04,211-B-903.0S-1218-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,211,211-B,9030260
903-77,20200523-Mixed-04,201-B-903.0S-1018-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,201,201-B,9030261
903-77,20200523-Mixed-04,203-B-903.0S-0958-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,203,203-B,9030260
903-77,20200523-Mixed-04,202-B-903.0S-0938-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,202,202-B,9030260
903-77,20200523-Mixed-04,202-B-903.0S-0738-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,202,202-B,9030260
903-77,20200523-Mixed-04,201-B-903.0S-0918-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,201,201-B,9030260
903-77,20200523-Mixed-04,203-B-903.0S-0858-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,203,203-B,9030260
903-77,20200523-Mixed-04,201-B-903.0S-0718-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,201,201-B,9030260
903-77,20200523-Mixed-04,202-B-903.0S-0838-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,202,202-B,9030260
903-77,20200523-Mixed-04,203-B-903.0S-0758-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,203,203-B,9030260
903-77,20200523-Mixed-04,202-B-903.0N-0502-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,202,202-B,9030256
903-77,20200523-Mixed-04,201-B-903.0N-0533-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,201,201-B,9030256
903-77,20200523-Mixed-04,202-B-903.0N-0602-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,202,202-B,9030256
903-77,20200523-Mixed-04,203-B-903.0N-0624-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,203,203-B,9030256
903-77,20200523-Mixed-04,201-B-903.0N-0650-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,201,201-B,9030256
903-77,20200523-Mixed-04,202-B-903.0N-0710-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,202,202-B,9030256
903-77,20200523-Mixed-04,203-B-903.0N-0730-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,203,203-B,9030256
903-77,20200523-Mixed-04,201-B-903.0N-0750-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,201,201-B,9030256
903-77,20200523-Mixed-04,202-B-903.0N-0811-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,202,202-B,9030256
903-77,20200523-Mixed-04,203-B-903.0N-0831-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,203,203-B,9030256
903-77,20200523-Mixed-04,201-B-903.0N-0851-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,201,201-B,9030256
903-77,20200523-Mixed-04,202-B-903.0N-0912-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,202,202-B,9030256
903-77,20200523-Mixed-04,203-B-903.0N-0932-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,203,203-B,9030256
903-77,20200523-Mixed-04,201-B-903.0N-0952-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,201,201-B,9030256
903-77,20200523-Mixed-04,202-B-903.0N-1012-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,202,202-B,9030256
903-77,20200523-Mixed-04,203-B-903.0N-1032-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,203,203-B,9030256
903-77,20200523-Mixed-04,211-B-903.0N-1052-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,211,211-B,9030256
903-77,20200523-Mixed-04,202-B-903.0N-1112-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,202,202-B,9030256
903-77,20200523-Mixed-04,203-B-903.0N-1132-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,203,203-B,9030256
903-77,20200523-Mixed-04,211-B-903.0N-1152-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,211,211-B,9030256
903-77,20200523-Mixed-04,212-B-903.0N-1212-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,212,212-B,9030256
903-77,20200523-Mixed-04,203-B-903.0N-1232-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,203,203-B,9030256
903-77,20200523-Mixed-04,211-B-903.0N-1252-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,211,211-B,9030256
903-77,20200523-Mixed-04,212-B-903.0N-1312-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,212,212-B,9030256
903-77,20200523-Mixed-04,213-B-903.0N-1332-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,213,213-B,9030256
903-77,20200523-Mixed-04,211-B-903.0N-1352-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,211,211-B,9030256
903-77,20200523-Mixed-04,212-B-903.0N-1412-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,212,212-B,9030256
903-77,20200523-Mixed-04,213-B-903.0N-1432-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,213,213-B,9030256
903-77,20200523-Mixed-04,211-B-903.0N-1452-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,211,211-B,9030256
903-77,20200523-Mixed-04,212-B-903.0N-1512-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,212,212-B,9030256
903-77,20200523-Mixed-04,213-B-903.0N-1532-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,213,213-B,9030256
903-77,20200523-Mixed-04,211-B-903.0N-1552-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,211,211-B,9030256
903-77,20200523-Mixed-04,212-B-903.0N-1611-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,212,212-B,9030256
903-77,20200523-Mixed-04,213-B-903.0N-1631-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,213,213-B,9030256
903-77,20200523-Mixed-04,221-B-903.0N-1651-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,221,221-B,9030256
903-77,20200523-Mixed-04,212-B-903.0N-1711-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,212,212-B,9030256
903-77,20200523-Mixed-04,222-B-903.0N-1732-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,222,222-B,9030256
903-77,20200523-Mixed-04,221-B-903.0N-1752-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,221,221-B,9030256
903-77,20200523-Mixed-04,222-B-903.0N-1822-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,222,222-B,9030256
903-77,20200523-Mixed-04,221-B-903.0N-1852-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,221,221-B,9030256
903-77,20200523-Mixed-04,222-B-903.0N-1920-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,222,222-B,9030256
903-77,20200523-Mixed-04,221-B-903.0N-1950-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,221,221-B,9030256
903-77,20200523-Mixed-04,222-B-903.0N-2020-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,222,222-B,9030256
903-77,20200523-Mixed-04,221-B-903.0N-2050-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,221,221-B,9030256
903-77,20200523-Mixed-04,222-B-903.0N-2122-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,222,222-B,9030256
903-77,20200523-Mixed-04,221-B-903.0N-2152-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,221,221-B,9030256
903-77,20200523-Mixed-04,202-B-903.0S-0531-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,202,202-B,9030260
903-77,20200523-Mixed-04,201-B-903.0S-0601-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,201,201-B,9030260
903-77,20200523-Mixed-04,202-B-903.0S-0631-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,202,202-B,9030260
903-77,20200523-Mixed-04,203-B-903.0S-0648-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,203,203-B,9030260
903-77,20200523-Mixed-04,201-B-903.0S-0409-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,201,201-B,9030260
903-77,20200523-Mixed-04,222-B-903.0N-2222-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,222,222-B,9030256
903-77,20200523-Mixed-04,221-B-903.0N-2253-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,221,221-B,9030256
903-77,20200523-Mixed-04,221-B-903.0S-2332-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,221,221-B,9030261
903-77,20200523-Mixed-04,222-B-903.0S-2300-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,222,222-B,9030260
903-77,20200523-Mixed-04,222-B-903.0S-0012-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,222,222-B,9030261
903-77,20200523-Mixed-04,222-B-903.0N-2344-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,222,222-B,9030256
903-77,20200523-Mixed-04,201-B-903.0N-0344-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,201,201-B,9030256
903-77,20200523-Mixed-04,201-B-903.0N-0434-20200523-Mixed-04,"NORTHBOUND TO MALL OF AMERICA","MALL OF AMERICA",903,903,1,Northbound,201,201-B,9030256
903-77,20200523-Mixed-04,201-B-903.0S-0503-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,201,201-B,9030260
903-77,20200523-Mixed-04,211-B-903.0S-1618-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,211,211-B,9030261
903-77,20200523-Mixed-04,222-B-903.0S-1758-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,222,222-B,9030260
903-77,20200523-Mixed-04,212-B-903.0S-1238-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,212,212-B,9030260
903-77,20200523-Mixed-04,203-B-903.0S-1158-20200523-Mixed-04,"SOUTHBOUND TO APPLE VALLEY","APPLE VALLEY",903,903,0,Southbound,203,203-B,9030260
411-77,20200523-Mixed-04,951--411.0S-0537-20200523-Mixed-04,"MYSTIC LAKE","IC LAKE",411,411,0,Southbound,951,951-,4110002
411-77,20200523-Mixed-04,951--411.0N-0520-20200523-Mixed-04,"MARSCHALL ROAD STATION","CHALL ROAD STATION",411,411,1,Northbound,951,951-,4110001
411-77,20200523-Mixed-04,951--411.0N-0920-20200523-Mixed-04,"MARSCHALL ROAD STATION","CHALL ROAD STATION",411,411,1,Northbound,951,951-,4110001
411-77,20200523-Mixed-04,951--411.0N-1020-20200523-Mixed-04,"MARSCHALL ROAD STATION","CHALL ROAD STATION",411,411,1,Northbound,951,951-,4110001
411-77,20200523-Mixed-04,951--411.0N-1120-20200523-Mixed-04,"MARSCHALL ROAD STATION","CHALL ROAD STATION",411,411,1,Northbound,951,951-,4110001
411-77,20200523-Mixed-04,951--411.0N-1220-20200523-Mixed-04,"MARSCHALL ROAD STATION","CHALL ROAD STATION",411,411,1,Northbound,951,951-,4110001
411-77,20200523-Mixed-04,951--411.0N-1520-20200523-Mixed-04,"MARSCHALL ROAD STATION","CHALL ROAD STATION",411,411,1,Northbound,951,951-,4110001
411-77,20200523-Mixed-04,951--411.0N-1620-20200523-Mixed-04,"MARSCHALL ROAD STATION","CHALL ROAD STATION",411,411,1,Northbound,951,951-,4110001
411-77,20200523-Mixed-04,952--411.0N-1650-20200523-Mixed-04,"MARSCHALL ROAD STATION","CHALL ROAD STATION",411,411,1,Northbound,952,952-,4110001
411-77,20200523-Mixed-04,952--411.0N-1920-20200523-Mixed-04,"MARSCHALL ROAD STATION","CHALL ROAD STATION",411,411,1,Northbound,952,952-,4110001
411-77,20200523-Mixed-04,952--411.0N-2010-20200523-Mixed-04,"MARSCHALL ROAD STATION","CHALL ROAD STATION",411,411,1,Northbound,952,952-,4110001
411-77,20200523-Mixed-04,952--411.0N-2110-20200523-Mixed-04,"MARSCHALL ROAD STATION","CHALL ROAD STATION",411,411,1,Northbound,952,952-,4110001
411-77,20200523-Mixed-04,952--411.0N-2210-20200523-Mixed-04,"MARSCHALL ROAD STATION","CHALL ROAD STATION",411,411,1,Northbound,952,952-,4110001
411-77,20200523-Mixed-04,952--411.0N-2310-20200523-Mixed-04,"MARSCHALL ROAD STATION","CHALL ROAD STATION",411,411,1,Northbound,952,952-,4110001
411-77,20200523-Mixed-04,951--411.0S-0936-20200523-Mixed-04,"MYSTIC LAKE","IC LAKE",411,411,0,Southbound,951,951-,4110002
411-77,20200523-Mixed-04,951--411.0S-1036-20200523-Mixed-04,"MYSTIC LAKE","IC LAKE",411,411,0,Southbound,951,951-,4110002
411-77,20200523-Mixed-04,951--411.0S-1136-20200523-Mixed-04,"MYSTIC LAKE","IC LAKE",411,411,0,Southbound,951,951-,4110002
411-77,20200523-Mixed-04,951--411.0S-1236-20200523-Mixed-04,"MYSTIC LAKE","IC LAKE",411,411,0,Southbound,951,951-,4110002
411-77,20200523-Mixed-04,951--411.0S-1536-20200523-Mixed-04,"MYSTIC LAKE","IC LAKE",411,411,0,Southbound,951,951-,4110002
411-77,20200523-Mixed-04,951--411.0S-1637-20200523-Mixed-04,"MYSTIC LAKE","IC LAKE",411,411,0,Southbound,951,951-,4110002
411-77,20200523-Mixed-04,952--411.0S-1736-20200523-Mixed-04,"MYSTIC LAKE","IC LAKE",411,411,0,Southbound,952,952-,4110002
411-77,20200523-Mixed-04,952--411.0S-1936-20200523-Mixed-04,"MYSTIC LAKE","IC LAKE",411,411,0,Southbound,952,952-,4110002
411-77,20200523-Mixed-04,952--411.0S-2032-20200523-Mixed-04,"MYSTIC LAKE","IC LAKE",411,411,0,Southbound,952,952-,4110002
411-77,20200523-Mixed-04,952--411.0S-2132-20200523-Mixed-04,"MYSTIC LAKE","IC LAKE",411,411,0,Southbound,952,952-,4110002
411-77,20200523-Mixed-04,952--411.0S-2326-20200523-Mixed-04,"MYSTIC LAKE","IC LAKE",411,411,0,Southbound,952,952-,4110002
411-77,20200523-Mixed-04,952--411.0S-1707-20200523-Mixed-04,"MYSTIC LAKE","IC LAKE",411,411,0,Southbound,952,952-,4110002
411-77,20200523-Mixed-04,952--411.0N-1720-20200523-Mixed-04,"MARSCHALL ROAD STATION","CHALL ROAD STATION",411,411,1,Northbound,952,952-,4110001
477-77,20200523-Mixed-04,808-CT-477.0S-1429-20200523-Mixed-04,"477 APPLE VALLEY STATION","APPLE VALLEY STATION",477,477,0,Southbound,808,808-CT,4770404
477-77,20200523-Mixed-04,805-CT-477.0S-1506-20200523-Mixed-04,"477 APPLE VALLEY STATION","APPLE VALLEY STATION",477,477,0,Southbound,805,805-CT,4770404
477-77,20200523-Mixed-04,808-CT-477.0S-1606-20200523-Mixed-04,"477 APPLE VALLEY STATION","APPLE VALLEY STATION",477,477,0,Southbound,808,808-CT,4770404
477-77,20200523-Mixed-04,824-CT-477.0S-1725-20200523-Mixed-04,"477 APPLE VALLEY STATION","APPLE VALLEY STATION",477,477,0,Southbound,824,824-CT,4770404
477-77,20200523-Mixed-04,755-CT-477.0N-0543-20200523-Mixed-04,"477 MINNEAPOLIS","MINNEAPOLIS",477,477,1,Northbound,755,755-CT,4770419
477-77,20200523-Mixed-04,766-CT-477.0N-0627-20200523-Mixed-04,"477 MINNEAPOLIS","MINNEAPOLIS",477,477,1,Northbound,766,766-CT,4770419
477-77,20200523-Mixed-04,775-CT-477.0N-0654-20200523-Mixed-04,"477 MINNEAPOLIS","MINNEAPOLIS",477,477,1,Northbound,775,775-CT,4770419
477-77,20200523-Mixed-04,766-CT-477.0N-0759-20200523-Mixed-04,"477 MINNEAPOLIS","MINNEAPOLIS",477,477,1,Northbound,766,766-CT,4770419
460-77,20200523-Mixed-04,756-CT-460.0N-0550-20200523-Mixed-04,"460 MINNEAPOLIS","MINNEAPOLIS",460,460,1,Northbound,756,756-CT,4600164
460-77,20200523-Mixed-04,764-CT-460.0N-0622-20200523-Mixed-04,"460 MINNEAPOLIS","MINNEAPOLIS",460,460,1,Northbound,764,764-CT,4600164
460-77,20200523-Mixed-04,774-CT-460.0N-0644-20200523-Mixed-04,"460 MINNEAPOLIS","MINNEAPOLIS",460,460,1,Northbound,774,774-CT,4600164
460-77,20200523-Mixed-04,756-CT-460.0N-0706-20200523-Mixed-04,"460 MINNEAPOLIS","MINNEAPOLIS",460,460,1,Northbound,756,756-CT,4600164
460-77,20200523-Mixed-04,773-CT-460.0N-0830-20200523-Mixed-04,"460 MINNEAPOLIS","MINNEAPOLIS",460,460,1,Northbound,773,773-CT,4600164
460-77,20200523-Mixed-04,764-CT-460.0N-0739-20200523-Mixed-04,"460 MINNEAPOLIS","MINNEAPOLIS",460,460,1,Northbound,764,764-CT,4600164
460-77,20200523-Mixed-04,806-CT-460.0S-1506-20200523-Mixed-04,"460 BURNSVILLE STATION","BURNSVILLE STATION",460,460,0,Southbound,806,806-CT,4600190
460-77,20200523-Mixed-04,817-CT-460.0S-1536-20200523-Mixed-04,"460 BURNSVILLE STATION","BURNSVILLE STATION",460,460,0,Southbound,817,817-CT,4600190
460-77,20200523-Mixed-04,812-CT-460.0S-1638-20200523-Mixed-04,"460 BURNSVILLE STATION","BURNSVILLE STATION",460,460,0,Southbound,812,812-CT,4600190
460-77,20200523-Mixed-04,801-CT-460.0S-1607-20200523-Mixed-04,"460 BURNSVILLE STATION","BURNSVILLE STATION",460,460,0,Southbound,801,801-CT,4600190
460-77,20200523-Mixed-04,816-CT-460.0S-1810-20200523-Mixed-04,"460 BURNSVILLE STATION","BURNSVILLE STATION",460,460,0,Southbound,816,816-CT,4600190
460-77,20200523-Mixed-04,806-CT-460.0S-1335-20200523-Mixed-04,"460 BURNSVILLE STATION","BURNSVILLE STATION",460,460,0,Southbound,806,806-CT,4600190
460-77,20200523-Mixed-04,801-CT-460.0S-1426-20200523-Mixed-04,"460 BURNSVILLE STATION","BURNSVILLE STATION",460,460,0,Southbound,801,801-CT,4600190
477-77,20200523-Mixed-04,805-CT-477.0S-1329-20200523-Mixed-04,"477 APPLE VALLEY STATION","APPLE VALLEY STATION",477,477,0,Southbound,805,805-CT,4770404
490-77,20200523-Mixed-04,757-CT-490.4N-0751-20200523-Mixed-04,"490E MINNEAPOLIS/MRTS/SOUTHBRIDGE","MINNEAPOLIS/MRTS/SOUTHBRIDGE",490E,490E,1,Northbound,757,757-CT,4900165
490-77,20200523-Mixed-04,757-CT-490.4N-0600-20200523-Mixed-04,"490E MINNEAPOLIS/MRTS/SOUTHBRIDGE","MINNEAPOLIS/MRTS/SOUTHBRIDGE",490E,490E,1,Northbound,757,757-CT,4900165
490-77,20200523-Mixed-04,773-CT-490.4N-0650-20200523-Mixed-04,"490E MINNEAPOLIS/MRTS/SOUTHBRIDGE","MINNEAPOLIS/MRTS/SOUTHBRIDGE",490E,490E,1,Northbound,773,773-CT,4900165
490-77,20200523-Mixed-04,812-CT-490.4S-1511-20200523-Mixed-04,"490F MINNEAPOLIS/SHAKOPEE","MINNEAPOLIS/SHAKOPEE",490F,490F,0,Southbound,812,812-CT,4900158
490-77,20200523-Mixed-04,806-CT-490.4S-1626-20200523-Mixed-04,"490F MINNEAPOLIS/SHAKOPEE","MINNEAPOLIS/SHAKOPEE",490F,490F,0,Southbound,806,806-CT,4900158
490-77,20200523-Mixed-04,801-CT-490.4S-1720-20200523-Mixed-04,"490F MINNEAPOLIS/SHAKOPEE","MINNEAPOLIS/SHAKOPEE",490F,490F,0,Southbound,801,801-CT,4900158
497-77,20200523-Mixed-04,798-S2-497.2W-0540-20200523-Mixed-04,"497 DOWNTOWN SHAKOPEE/COMMUNITY CENTER","DOWNTOWN SHAKOPEE/COMMUNITY CENTER",497,497,1,Westbound,798,798-S2,4970016
497-77,20200523-Mixed-04,798-S2-497.2E-0601-20200523-Mixed-04,"497 MARSCHALL RD/DOWNTOWN/COMMUNITY CTR","MARSCHALL RD/DOWNTOWN/COMMUNITY CTR",497,497,0,Eastbound,798,798-S2,4970015
499-77,20200523-Mixed-04,798-S2-499.1E-0640-20200523-Mixed-04,"499 EAST SHAKOPEE/SBRIDGE P&R","EAST SHAKOPEE/SBRIDGE P&R",499,499,0,Eastbound,798,798-S2,4990019
499-77,20200523-Mixed-04,798-S2-499.1W-0711-20200523-Mixed-04,"499 MARSCHALL RD TS","MARSCHALL RD TS",499,499,1,Westbound,798,798-S2,4990018
497-77,20200523-Mixed-04,798-S2-497.2W-0740-20200523-Mixed-04,"497 DOWNTOWN SHAKOPEE/COMMUNITY CENTER","DOWNTOWN SHAKOPEE/COMMUNITY CENTER",497,497,1,Westbound,798,798-S2,4970016
497-77,20200523-Mixed-04,798-S2-497.2E-0801-20200523-Mixed-04,"497 MARSCHALL RD/DOWNTOWN/COMMUNITY CTR","MARSCHALL RD/DOWNTOWN/COMMUNITY CTR",497,497,0,Eastbound,798,798-S2,4970015
499-77,20200523-Mixed-04,798-S2-499.0E-0840-20200523-Mixed-04,"499 EAST SHAKOPEE","EAST SHAKOPEE",499,499,0,Eastbound,798,798-S2,4990014
499-77,20200523-Mixed-04,798-S2-499.0W-0906-20200523-Mixed-04,"499 MARSCHALL RD TS","MARSCHALL RD TS",499,499,1,Westbound,798,798-S2,4990011
497-77,20200523-Mixed-04,798-S2-497.2W-0940-20200523-Mixed-04,"497 DOWNTOWN SHAKOPEE/COMMUNITY CENTER","DOWNTOWN SHAKOPEE/COMMUNITY CENTER",497,497,1,Westbound,798,798-S2,4970016
497-77,20200523-Mixed-04,798-S2-497.2E-1001-20200523-Mixed-04,"497 MARSCHALL RD/DOWNTOWN/COMMUNITY CTR","MARSCHALL RD/DOWNTOWN/COMMUNITY CTR",497,497,0,Eastbound,798,798-S2,4970015
