stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
00513,513,"Yankee Doodle Rd at Columbia Dr NE corner",,  44.833657, -93.136492,,,0,
00514,514,"Yankee Doodle Rd at Discovery Rd NE corner",,  44.833725, -93.143160,,,0,
00516,516,"Yankee Doodle Rd at Promenade Av NE corner",,  44.833641, -93.152926,,,0,
00517,517,"Yankee Doodle Rd at Yankee Pl N corner",,  44.833664, -93.156496,,,0,
00518,518,"Town Center Dr at Denmark Ave SE corner",,  44.832356, -93.159243,,,0,
00519,519,"Town Center Dr at Yankee Pl SW corner",,  44.832312, -93.156669,,,0,
00520,520,"Town Center Dr at Promenade SW corner",,  44.831022, -93.153394,,,0,
00522,522,"Town Center Dr at Lexington Ave SW corner",,  44.831261, -93.147415,,,0,
00528,528,"Duckwood Dr at Widgeon Way NE corner",,  44.826332, -93.155077,,,0,
00532,532,"Duckwood Dr at Wal-Mart NE corner",,  44.827652, -93.162524,,,0,
00533,533,"Duckwood Dr at Town Center Dr NE corner",,  44.827732, -93.165049,,,0,
00535,535,"Eagan Transit Station",,  44.831862, -93.166676,,,0,place_EATS
00536,536,"Yankee Doodle Rd at Promenade Av S corner",,  44.833435, -93.153376,,,0,
00538,538,"Lexington Av at Yankee Doodle Rd NE corner",,  44.834069, -93.146708,,,0,
00539,539,"Lexington Av at Neil Armstrong Blvd SE corner",,  44.837258, -93.146616,,,0,
00540,540,"Lexington Av at Gemini Rd SE corner",,  44.842099, -93.146609,,,0,
00541,541,"Lexington Av at Clubview Dr E corner",,  44.845662, -93.146593,,,0,
00542,542,"Lone Oak Rd at Lexington Av NW corner",,  44.848076, -93.146929,,,0,
00544,544,"Lone Oak Rd at Eagandale Blvd NE corner",,  44.848076, -93.158724,,,0,
