service_id,date,exception_type
806,20200714,2
806,20200721,2
806,20200728,2
806,20200811,2
806,20200818,2
806,20200825,2
1306,20200710,1
1306,20200717,1
1306,20200724,1
1306,20200731,1
1306,20200807,1
1306,20200814,1
1306,20200821,1
1306,20200828,1
1306,20200904,1
1306,20200705,2
1306,20200712,2
1306,20200719,2
1306,20200726,2
1306,20200802,2
1306,20200809,2
1306,20200816,2
1306,20200823,2
1306,20200830,2
